customer_id,email,age,city,plan,tenure_months,monthly_charge,support_calls,satisfaction,churned
CUST-1415,user415@example.com,42,London,standard,17,31,3,,1
CUST-1416,user416@example.com,67,Leeds,basic,14,15,5,,1
CUST-1417,user417@example.com,57,Leeds,basic,19,18,0,4,0
CUST-1418,user418@example.com,46,Leeds,premium,45,63,2,1,1
CUST-1419,user419@example.com,40,Manchester,basic,13,11,6,3,1
CUST-1420,user420@example.com,64,Glasgow,basic,18,14,1,3,0
CUST-1421,user421@example.com,51,Glasgow,premium,4,64,3,5,1
CUST-1422,user422@example.com,68,Leeds,premium,25,66,4,4,0
CUST-1423,user423@example.com,58,Glasgow,basic,50,13,7,1,0
CUST-1424,user424@example.com,54,Manchester,basic,68,15,5,3,1
CUST-1425,user425@example.com,67,London,premium,70,62,7,1,1
CUST-1426,user426@example.com,68,Manchester,basic,9,14,3,5,1
CUST-1427,user427@example.com,45,Manchester,premium,37,68,6,1,1
CUST-1428,user428@example.com,50,Leeds,premium,69,69,2,2,0
CUST-1429,user429@example.com,37,Manchester,standard,69,36,1,,0
CUST-1430,user430@example.com,57,Glasgow,basic,31,13,1,1,0
CUST-1431,user431@example.com,25,London,premium,40,70,2,,0
CUST-1432,user432@example.com,51,Bristol,premium,18,60,2,2,0
CUST-1433,user433@example.com,67,London,basic,48,14,1,3,0
CUST-1434,user434@example.com,58,London,standard,55,38,1,4,0
CUST-1435,user435@example.com,49,Glasgow,premium,59,65,0,2,1
CUST-1436,user436@example.com,25,Leeds,basic,48,14,1,,0
CUST-1437,user437@example.com,33,London,basic,66,10,0,4,0
CUST-1438,user438@example.com,53,Manchester,standard,47,32,2,2,1
CUST-1439,user439@example.com,35,London,basic,42,16,5,5,0
CUST-1440,user440@example.com,20,Manchester,basic,48,18,0,1,0
CUST-1441,user441@example.com,23,Glasgow,standard,60,34,5,4,1
CUST-1442,user442@example.com,57,Leeds,standard,2,33,4,4,1
CUST-1443,user443@example.com,64,Glasgow,premium,48,67,3,2,0
CUST-1444,user444@example.com,71,London,basic,20,16,0,3,0
CUST-1445,user445@example.com,24,Leeds,premium,1,66,4,5,1
CUST-1446,user446@example.com,35,London,standard,31,37,0,1,0
CUST-1447,user447@example.com,47,London,premium,30,66,5,5,1
CUST-1448,user448@example.com,45,Leeds,premium,13,62,6,2,1
CUST-1449,user449@example.com,62,Bristol,standard,38,35,6,3,1
CUST-1450,user450@example.com,67,Glasgow,standard,58,33,1,1,0
CUST-1451,user451@example.com,47,Bristol,basic,20,12,7,4,1
CUST-1452,user452@example.com,72,London,premium,16,65,3,1,0
CUST-1453,user453@example.com,31,Bristol,premium,21,64,0,2,0
CUST-1454,user454@example.com,37,Bristol,premium,12,63,5,2,1
CUST-1455,user455@example.com,65,Glasgow,standard,4,37,8,2,1
CUST-1456,user456@example.com,67,Leeds,standard,13,31,2,2,1
CUST-1457,user457@example.com,55,Glasgow,standard,26,35,1,3,0
CUST-1458,user458@example.com,26,London,basic,10,11,3,3,1
CUST-1459,user459@example.com,28,Glasgow,basic,16,17,0,4,0
CUST-1460,user460@example.com,31,Leeds,standard,51,30,6,3,0
CUST-1461,user461@example.com,57,Glasgow,standard,36,32,0,5,0
CUST-1462,user462@example.com,21,London,premium,32,64,7,3,1
CUST-1463,user463@example.com,59,Glasgow,basic,50,16,3,2,0
CUST-1464,user464@example.com,40,Glasgow,basic,70,16,5,5,0
CUST-1465,user465@example.com,19,Bristol,standard,42,34,2,5,0
CUST-1466,user466@example.com,40,Glasgow,basic,29,14,0,2,0
CUST-1467,user467@example.com,35,Glasgow,basic,21,13,3,,0
CUST-1468,user468@example.com,72,Leeds,basic,8,19,6,2,1
CUST-1469,user469@example.com,76,Glasgow,premium,31,65,5,1,1
CUST-1470,user470@example.com,69,Manchester,premium,46,69,2,5,0
CUST-1471,user471@example.com,23,London,basic,40,17,0,2,0
CUST-1472,user472@example.com,30,Leeds,basic,29,18,7,3,1
CUST-1473,user473@example.com,27,Glasgow,standard,23,30,0,,0
CUST-1474,user474@example.com,78,Manchester,basic,19,18,5,5,1
CUST-1475,user475@example.com,26,Leeds,standard,13,34,5,,1
CUST-1476,user476@example.com,62,Glasgow,premium,56,67,5,3,1
CUST-1477,user477@example.com,42,Bristol,premium,29,69,2,,1
CUST-1478,user478@example.com,43,Glasgow,basic,38,12,0,1,1
CUST-1479,user479@example.com,58,Glasgow,premium,24,65,3,1,0
CUST-1480,user480@example.com,28,London,basic,64,15,1,,0
CUST-1481,user481@example.com,31,Leeds,standard,43,30,4,,1
CUST-1482,user482@example.com,46,Manchester,standard,9,34,1,2,0
CUST-1483,user483@example.com,52,Manchester,standard,53,36,5,1,0
CUST-1484,user484@example.com,72,London,premium,62,70,3,3,0
CUST-1485,user485@example.com,22,Bristol,standard,3,34,1,2,1
CUST-1486,user486@example.com,39,Glasgow,basic,49,11,8,5,1
CUST-1487,user487@example.com,78,Leeds,premium,62,60,6,5,0
CUST-1488,user488@example.com,44,Glasgow,basic,56,10,1,,0
CUST-1489,user489@example.com,37,Leeds,standard,70,40,4,1,1
CUST-1490,user490@example.com,41,London,standard,7,39,8,4,1
CUST-1491,user491@example.com,30,London,standard,12,40,7,1,1
CUST-1492,user492@example.com,25,Bristol,basic,27,20,4,4,1
CUST-1493,user493@example.com,23,Glasgow,standard,61,40,4,4,0
CUST-1494,user494@example.com,46,Manchester,standard,24,36,5,3,1
CUST-1495,user495@example.com,27,London,standard,29,39,0,1,0
CUST-1496,user496@example.com,70,Glasgow,premium,45,66,3,4,0
CUST-1497,user497@example.com,48,Bristol,premium,69,67,3,1,0
CUST-1498,user498@example.com,54,Glasgow,premium,51,60,8,2,0
CUST-1499,user499@example.com,31,Leeds,standard,16,32,2,2,0
